,repetition,scores,exec_time
0,0,256.1494407216471,0.03
1,0,11.386759813134042,0.03
2,0,11.386759813134042,0.03
3,0,11.386759813134042,0.03
4,0,1.7000268031232777,0.03
5,0,1.7000268031232777,0.03
6,0,1.7000268031232777,0.03
7,0,1.7000268031232777,0.03
8,0,1.7000268031232777,0.03
9,0,1.7000268031232777,0.03
10,0,1.7000268031232777,0.03
11,0,1.7000268031232777,0.03
12,0,1.7000268031232777,0.03
13,0,1.7000268031232777,0.03
14,0,1.7000268031232777,0.03
15,0,1.7000268031232777,0.03
16,0,1.7000268031232777,0.03
17,0,1.7000268031232777,0.03
18,0,1.7000268031232777,0.03
19,0,1.7000268031232777,0.03
20,0,1.7000268031232777,0.03
21,0,1.7000268031232777,0.03
22,0,1.7000268031232777,0.03
23,0,1.7000268031232777,0.03
24,0,1.7000268031232777,0.03
25,0,1.7000268031232777,0.03
26,0,1.7000268031232777,0.03
27,0,1.7000268031232777,0.03
28,0,1.7000268031232777,0.03
29,0,1.7000268031232777,0.03
30,0,1.7000268031232777,0.03
31,0,1.7000268031232777,0.03
32,0,1.7000268031232777,0.03
33,0,1.7000268031232777,0.03
34,0,0.036032106492369965,0.03
35,0,0.036032106492369965,0.03
36,0,0.020213125045766375,0.03
37,0,0.020213125045766375,0.03
38,0,0.020213125045766375,0.03
39,0,0.020213125045766375,0.03
40,0,0.020213125045766375,0.03
41,0,0.020213125045766375,0.03
42,0,0.020213125045766375,0.03
43,0,0.020213125045766375,0.03
44,0,0.020213125045766375,0.03
45,0,0.020213125045766375,0.03
46,0,0.020213125045766375,0.03
47,0,0.020213125045766375,0.03
48,0,0.020213125045766375,0.03
49,0,0.020213125045766375,0.03
50,0,0.005659792626269072,0.03
51,0,1.7860679322249646e-06,0.03
52,0,1.7860679322249646e-06,0.03
53,0,1.7860679322249646e-06,0.03
54,0,1.7860679322249646e-06,0.03
55,0,1.7860679322249646e-06,0.03
56,0,1.7860679322249646e-06,0.03
57,0,1.7860679322249646e-06,0.03
58,0,1.7860679322249646e-06,0.03
59,0,1.7860679322249646e-06,0.03
60,0,1.7860679322249646e-06,0.03
61,0,1.7860679322249646e-06,0.03
62,0,1.7860679322249646e-06,0.03
63,0,1.7860679322249646e-06,0.03
64,0,1.7860679322249646e-06,0.03
65,0,1.7860679322249646e-06,0.03
66,0,1.7860679322249646e-06,0.03
67,0,1.7860679322249646e-06,0.03
68,0,1.7860679322249646e-06,0.03
69,0,1.7860679322249646e-06,0.03
70,0,1.7860679322249646e-06,0.03
71,0,1.7860679322249646e-06,0.03
72,0,1.7860679322249646e-06,0.03
73,0,1.7860679322249646e-06,0.03
74,0,1.7860679322249646e-06,0.03
75,0,1.7860679322249646e-06,0.03
76,0,1.7860679322249646e-06,0.03
77,0,1.7860679322249646e-06,0.03
78,0,1.7860679322249646e-06,0.03
79,0,1.7860679322249646e-06,0.03
80,0,1.7860679322249646e-06,0.03
81,0,1.7860679322249646e-06,0.03
82,0,1.7860679322249646e-06,0.03
83,0,1.7860679322249646e-06,0.03
84,0,1.7860679322249646e-06,0.03
85,0,1.7860679322249646e-06,0.03
86,0,1.7860679322249646e-06,0.03
87,0,1.7860679322249646e-06,0.03
88,0,1.7860679322249646e-06,0.03
89,0,1.7860679322249646e-06,0.03
90,0,1.7860679322249646e-06,0.03
91,0,1.7860679322249646e-06,0.03
92,0,1.7860679322249646e-06,0.03
93,0,1.7860679322249646e-06,0.03
94,0,1.7860679322249646e-06,0.03
95,0,1.7860679322249646e-06,0.03
96,0,1.7860679322249646e-06,0.03
97,0,1.7860679322249646e-06,0.03
98,0,1.7860679322249646e-06,0.03
99,0,1.7860679322249646e-06,0.03
100,0,1.7860679322249646e-06,0.03
101,0,1.7860679322249646e-06,0.03
102,0,1.7860679322249646e-06,0.03
103,0,1.7860679322249646e-06,0.03
104,0,1.7860679322249646e-06,0.03
105,0,1.7860679322249646e-06,0.03
106,0,1.7860679322249646e-06,0.03
107,0,1.7860679322249646e-06,0.03
108,0,1.7860679322249646e-06,0.03
109,0,1.7860679322249646e-06,0.03
110,0,1.7860679322249646e-06,0.03
111,0,1.7860679322249646e-06,0.03
112,0,1.7860679322249646e-06,0.03
113,0,1.7860679322249646e-06,0.03
114,0,1.7860679322249646e-06,0.03
115,0,1.7860679322249646e-06,0.03
116,0,1.7860679322249646e-06,0.03
117,0,1.7860679322249646e-06,0.03
118,0,1.7860679322249646e-06,0.03
119,0,1.7860679322249646e-06,0.03
120,0,1.7860679322249646e-06,0.03
121,0,1.7860679322249646e-06,0.03
122,0,1.7860679322249646e-06,0.03
123,0,1.7860679322249646e-06,0.03
124,0,1.7860679322249646e-06,0.03
125,0,1.7860679322249646e-06,0.03
126,0,1.7860679322249646e-06,0.03
127,0,1.7860679322249646e-06,0.03
128,0,1.7860679322249646e-06,0.03
129,0,1.7860679322249646e-06,0.03
130,0,1.7860679322249646e-06,0.03
131,0,1.7860679322249646e-06,0.03
132,0,1.7860679322249646e-06,0.03
133,0,1.7860679322249646e-06,0.03
134,0,1.7860679322249646e-06,0.03
135,0,1.7860679322249646e-06,0.03
136,0,1.7860679322249646e-06,0.03
137,0,1.7860679322249646e-06,0.03
138,0,1.7860679322249646e-06,0.03
139,0,1.7860679322249646e-06,0.03
140,0,1.7860679322249646e-06,0.03
141,0,1.7860679322249646e-06,0.03
142,0,1.7860679322249646e-06,0.03
143,0,1.7860679322249646e-06,0.03
144,0,1.7860679322249646e-06,0.03
145,0,1.7860679322249646e-06,0.03
146,0,1.7860679322249646e-06,0.03
147,0,1.7860679322249646e-06,0.03
148,0,1.7860679322249646e-06,0.03
149,0,1.7860679322249646e-06,0.03
150,0,1.7860679322249646e-06,0.03
151,0,1.7860679322249646e-06,0.03
152,0,1.7860679322249646e-06,0.03
153,0,1.7860679322249646e-06,0.03
154,0,1.7860679322249646e-06,0.03
155,0,1.7860679322249646e-06,0.03
156,0,1.7860679322249646e-06,0.03
157,0,1.7860679322249646e-06,0.03
158,0,1.7860679322249646e-06,0.03
159,0,1.7860679322249646e-06,0.03
160,0,1.7860679322249646e-06,0.03
161,0,1.7860679322249646e-06,0.03
162,0,1.7860679322249646e-06,0.03
163,0,1.7860679322249646e-06,0.03
164,0,1.7860679322249646e-06,0.03
165,0,1.7860679322249646e-06,0.03
166,0,1.7860679322249646e-06,0.03
167,0,1.7860679322249646e-06,0.03
168,0,1.7860679322249646e-06,0.03
169,0,1.7860679322249646e-06,0.03
170,0,1.7860679322249646e-06,0.03
171,0,1.7860679322249646e-06,0.03
172,0,1.7860679322249646e-06,0.03
173,0,1.7860679322249646e-06,0.03
174,0,1.7860679322249646e-06,0.03
175,0,1.7860679322249646e-06,0.03
176,0,1.7860679322249646e-06,0.03
177,0,1.7860679322249646e-06,0.03
178,0,1.7860679322249646e-06,0.03
179,0,1.7860679322249646e-06,0.03
180,0,1.7860679322249646e-06,0.03
181,0,1.7860679322249646e-06,0.03
182,0,1.7860679322249646e-06,0.03
183,0,1.7860679322249646e-06,0.03
184,0,1.7860679322249646e-06,0.03
185,0,1.7860679322249646e-06,0.03
186,0,1.7860679322249646e-06,0.03
187,0,1.7860679322249646e-06,0.03
188,0,1.7860679322249646e-06,0.03
189,0,1.7860679322249646e-06,0.03
190,0,1.7860679322249646e-06,0.03
191,0,1.7860679322249646e-06,0.03
192,0,1.7860679322249646e-06,0.03
193,0,1.7860679322249646e-06,0.03
194,0,1.7860679322249646e-06,0.03
195,0,1.7860679322249646e-06,0.03
196,0,1.7860679322249646e-06,0.03
197,0,1.7860679322249646e-06,0.03
198,0,1.7860679322249646e-06,0.03
199,0,1.7860679322249646e-06,0.03
200,1,6.89223245608092,0.03
201,1,1.1365147905743522,0.03
202,1,1.1365147905743522,0.03
203,1,0.9443409870917356,0.03
204,1,0.9443409870917356,0.03
205,1,0.9443409870917356,0.03
206,1,0.9443409870917356,0.03
207,1,0.9443409870917356,0.03
208,1,0.9443409870917356,0.03
209,1,0.9443409870917356,0.03
