,repetition,scores,exec_time
0,0,4.178165158094518,0.13
1,0,4.178165158094518,0.13
2,0,1.4823499095405048,0.13
3,0,1.4823499095405048,0.13
4,0,1.4823499095405048,0.13
5,0,1.4823499095405048,0.13
6,0,1.4823499095405048,0.13
7,0,1.4823499095405048,0.13
8,0,1.4823499095405048,0.13
9,0,1.4823499095405048,0.13
10,0,1.4823499095405048,0.13
11,0,1.4823499095405048,0.13
12,0,0.655524740914678,0.13
13,0,0.655524740914678,0.13
14,0,0.655524740914678,0.13
15,0,0.655524740914678,0.13
16,0,0.655524740914678,0.13
17,0,0.655524740914678,0.13
18,0,0.655524740914678,0.13
19,0,0.655524740914678,0.13
20,0,0.655524740914678,0.13
21,0,0.655524740914678,0.13
22,0,0.655524740914678,0.13
23,0,0.655524740914678,0.13
24,0,0.655524740914678,0.13
25,0,0.655524740914678,0.13
26,0,0.655524740914678,0.13
27,0,0.655524740914678,0.13
28,0,0.655524740914678,0.13
29,0,0.655524740914678,0.13
30,0,0.655524740914678,0.13
31,0,0.655524740914678,0.13
32,0,0.655524740914678,0.13
33,0,0.655524740914678,0.13
34,0,0.655524740914678,0.13
35,0,0.655524740914678,0.13
36,0,0.655524740914678,0.13
37,0,0.655524740914678,0.13
38,0,0.655524740914678,0.13
39,0,0.655524740914678,0.13
40,0,0.655524740914678,0.13
41,0,0.655524740914678,0.13
42,0,0.655524740914678,0.13
43,0,0.655524740914678,0.13
44,0,0.655524740914678,0.13
45,0,0.655524740914678,0.13
46,0,0.655524740914678,0.13
47,0,0.655524740914678,0.13
48,0,0.655524740914678,0.13
49,0,0.655524740914678,0.13
50,0,0.655524740914678,0.13
51,0,0.655524740914678,0.13
52,0,0.655524740914678,0.13
53,0,0.655524740914678,0.13
54,0,0.655524740914678,0.13
55,0,0.655524740914678,0.13
56,0,0.655524740914678,0.13
57,0,0.6425152195011621,0.13
58,0,0.6425152195011621,0.13
59,0,0.6425152195011621,0.13
60,0,0.6425152195011621,0.13
61,0,0.6425152195011621,0.13
62,0,0.6425152195011621,0.13
63,0,0.6425152195011621,0.13
64,0,0.46278639952335954,0.13
65,0,0.46278639952335954,0.13
66,0,0.46278639952335954,0.13
67,0,0.46278639952335954,0.13
68,0,0.12434931210063671,0.13
69,0,0.12434931210063671,0.13
70,0,0.12434931210063671,0.13
71,0,0.12434931210063671,0.13
72,0,0.12434931210063671,0.13
73,0,0.12434931210063671,0.13
74,0,0.12434931210063671,0.13
75,0,0.12434931210063671,0.13
76,0,0.12434931210063671,0.13
77,0,0.12434931210063671,0.13
78,0,0.12434931210063671,0.13
79,0,0.12434931210063671,0.13
80,0,0.12434931210063671,0.13
81,0,0.12434931210063671,0.13
82,0,0.12434931210063671,0.13
83,0,0.12434931210063671,0.13
84,0,0.12434931210063671,0.13
85,0,0.11477685354458086,0.13
86,0,0.030576744139391113,0.13
87,0,0.030576744139391113,0.13
88,0,0.030576744139391113,0.13
89,0,0.022537737370923485,0.13
90,0,0.022537737370923485,0.13
91,0,0.022537737370923485,0.13
92,0,0.022537737370923485,0.13
93,0,0.022537737370923485,0.13
94,0,0.022537737370923485,0.13
95,0,0.022537737370923485,0.13
96,0,0.022537737370923485,0.13
97,0,0.022537737370923485,0.13
98,0,0.022537737370923485,0.13
99,0,0.022537737370923485,0.13
100,0,0.022537737370923485,0.13
101,0,0.022537737370923485,0.13
102,0,0.022537737370923485,0.13
103,0,0.022537737370923485,0.13
104,0,0.022537737370923485,0.13
105,0,0.022537737370923485,0.13
106,0,0.022537737370923485,0.13
107,0,0.022537737370923485,0.13
108,0,0.022537737370923485,0.13
109,0,0.022537737370923485,0.13
110,0,0.022537737370923485,0.13
111,0,0.018608243067106373,0.13
112,0,0.018608243067106373,0.13
113,0,0.004587263781939108,0.13
114,0,0.004587263781939108,0.13
115,0,0.004587263781939108,0.13
116,0,0.004587263781939108,0.13
117,0,0.000183006521625889,0.13
118,0,9.506554644134279e-05,0.13
119,0,9.506554644134279e-05,0.13
120,0,9.506554644134279e-05,0.13
121,0,9.506554644134279e-05,0.13
122,0,9.506554644134279e-05,0.13
123,0,9.506554644134279e-05,0.13
124,0,9.506554644134279e-05,0.13
125,0,9.506554644134279e-05,0.13
126,0,9.506554644134279e-05,0.13
127,0,9.506554644134279e-05,0.13
128,0,9.506554644134279e-05,0.13
129,0,9.506554644134279e-05,0.13
130,0,9.506554644134279e-05,0.13
131,0,9.506554644134279e-05,0.13
132,0,9.506554644134279e-05,0.13
133,0,9.506554644134279e-05,0.13
134,0,9.506554644134279e-05,0.13
135,0,9.506554644134279e-05,0.13
136,0,9.506554644134279e-05,0.13
137,0,9.506554644134279e-05,0.13
138,0,9.506554644134279e-05,0.13
139,0,9.506554644134279e-05,0.13
140,0,9.506554644134279e-05,0.13
141,0,9.506554644134279e-05,0.13
142,0,9.506554644134279e-05,0.13
143,0,9.506554644134279e-05,0.13
144,0,9.506554644134279e-05,0.13
145,0,9.506554644134279e-05,0.13
146,0,9.506554644134279e-05,0.13
147,0,9.506554644134279e-05,0.13
148,0,9.506554644134279e-05,0.13
149,0,9.506554644134279e-05,0.13
150,0,9.506554644134279e-05,0.13
151,0,9.506554644134279e-05,0.13
152,0,9.506554644134279e-05,0.13
153,0,9.506554644134279e-05,0.13
154,0,9.506554644134279e-05,0.13
155,0,9.506554644134279e-05,0.13
156,0,9.506554644134279e-05,0.13
157,0,9.506554644134279e-05,0.13
158,0,9.506554644134279e-05,0.13
159,0,9.506554644134279e-05,0.13
160,0,9.506554644134279e-05,0.13
161,0,9.506554644134279e-05,0.13
162,0,9.506554644134279e-05,0.13
163,0,9.506554644134279e-05,0.13
164,0,9.506554644134279e-05,0.13
165,0,9.506554644134279e-05,0.13
166,0,9.506554644134279e-05,0.13
167,0,9.506554644134279e-05,0.13
168,0,9.506554644134279e-05,0.13
169,0,9.506554644134279e-05,0.13
170,0,9.506554644134279e-05,0.13
171,0,9.506554644134279e-05,0.13
172,0,9.506554644134279e-05,0.13
173,0,9.506554644134279e-05,0.13
174,0,9.506554644134279e-05,0.13
175,0,9.506554644134279e-05,0.13
176,0,9.506554644134279e-05,0.13
177,0,9.506554644134279e-05,0.13
178,0,9.506554644134279e-05,0.13
179,0,9.506554644134279e-05,0.13
180,0,3.142324808915454e-05,0.13
181,0,3.142324808915454e-05,0.13
182,0,3.142324808915454e-05,0.13
183,0,3.142324808915454e-05,0.13
184,0,3.142324808915454e-05,0.13
185,0,3.142324808915454e-05,0.13
186,0,3.142324808915454e-05,0.13
187,0,3.142324808915454e-05,0.13
188,0,3.142324808915454e-05,0.13
189,0,3.142324808915454e-05,0.13
190,0,3.142324808915454e-05,0.13
191,0,3.142324808915454e-05,0.13
192,0,3.142324808915454e-05,0.13
193,0,3.142324808915454e-05,0.13
194,0,3.142324808915454e-05,0.13
195,0,3.142324808915454e-05,0.13
196,0,3.142324808915454e-05,0.13
197,0,3.142324808915454e-05,0.13
198,0,3.142324808915454e-05,0.13
199,0,3.142324808915454e-05,0.13
200,1,4.178165158094518,0.13
201,1,4.178165158094518,0.13
202,1,4.178165158094518,0.13
203,1,4.178165158094518,0.13
204,1,4.178165158094518,0.13
205,1,3.6148001231393945,0.13
206,1,2.1692987602044234,0.13
207,1,2.1692987602044234,0.13
208,1,2.1692987602044234,0.13
209,1,2.1692987602044234,0.13
210,1,2.1692987602044234,0.13
211,1,2.1692987602044234,0.13
212,1,2.1692987602044234,0.13
213,1,2.1692987602044234,0.13
214,1,2.1692987602044234,0.13
215,1,2.1692987602044234,0.13
216,1,1.5039713331394031,0.13
217,1,1.5039713331394031,0.13
218,1,0.03940982856297667,0.13
219,1,0.03940982856297667,0.13
220,1,0.03940982856297667,0.13
221,1,0.03940982856297667,0.13
222,1,0.03940982856297667,0.13
223,1,0.03940982856297667,0.13
224,1,0.03940982856297667,0.13
225,1,0.03940982856297667,0.13
226,1,0.03940982856297667,0.13
227,1,0.03940982856297667,0.13
228,1,0.03940982856297667,0.13
229,1,0.03940982856297667,0.13
230,1,0.03940982856297667,0.13
231,1,0.03940982856297667,0.13
232,1,0.03940982856297667,0.13
233,1,0.03940982856297667,0.13
234,1,0.03940982856297667,0.13
235,1,0.03940982856297667,0.13
236,1,0.03940982856297667,0.13
237,1,0.03940982856297667,0.13
238,1,0.03940982856297667,0.13
239,1,0.03940982856297667,0.13
240,1,0.03940982856297667,0.13
241,1,0.03940982856297667,0.13
242,1,0.03940982856297667,0.13
243,1,0.03940982856297667,0.13
244,1,0.03940982856297667,0.13
245,1,0.03940982856297667,0.13
246,1,0.03940982856297667,0.13
247,1,0.03940982856297667,0.13
248,1,0.03940982856297667,0.13
249,1,0.03940982856297667,0.13
250,1,0.03940982856297667,0.13
251,1,0.03940982856297667,0.13
252,1,0.03940982856297667,0.13
253,1,0.03940982856297667,0.13
254,1,0.03940982856297667,0.13
255,1,0.03940982856297667,0.13
256,1,0.03940982856297667,0.13
257,1,0.03940982856297667,0.13
258,1,0.03940982856297667,0.13
259,1,0.03940982856297667,0.13
260,1,0.013674650892132097,0.13
261,1,0.013674650892132097,0.13
262,1,0.013674650892132097,0.13
263,1,0.013674650892132097,0.13
264,1,0.013674650892132097,0.13
265,1,0.013674650892132097,0.13
266,1,0.013674650892132097,0.13
267,1,0.013674650892132097,0.13
268,1,0.013674650892132097,0.13
269,1,0.013674650892132097,0.13
270,1,0.013674650892132097,0.13
271,1,0.013674650892132097,0.13
272,1,0.013674650892132097,0.13
273,1,0.013674650892132097,0.13
274,1,0.013674650892132097,0.13
275,1,0.013674650892132097,0.13
276,1,0.013674650892132097,0.13
277,1,0.013674650892132097,0.13
278,1,0.013674650892132097,0.13
279,1,0.013674650892132097,0.13
280,1,0.013674650892132097,0.13
281,1,0.013674650892132097,0.13
282,1,0.013674650892132097,0.13
283,1,0.013674650892132097,0.13
284,1,0.013674650892132097,0.13
285,1,0.013674650892132097,0.13
286,1,0.013674650892132097,0.13
287,1,0.013674650892132097,0.13
288,1,0.013674650892132097,0.13
289,1,0.013674650892132097,0.13
290,1,0.013674650892132097,0.13
291,1,0.013674650892132097,0.13
292,1,0.013674650892132097,0.13
293,1,0.013674650892132097,0.13
294,1,0.013674650892132097,0.13
295,1,0.013674650892132097,0.13
296,1,0.013674650892132097,0.13
297,1,0.013674650892132097,0.13
298,1,0.013674650892132097,0.13
299,1,0.013674650892132097,0.13
300,1,0.013674650892132097,0.13
301,1,0.013674650892132097,0.13
302,1,0.013674650892132097,0.13
303,1,0.013674650892132097,0.13
304,1,0.013674650892132097,0.13
305,1,0.013674650892132097,0.13
306,1,0.013674650892132097,0.13
307,1,0.013674650892132097,0.13
308,1,0.013674650892132097,0.13
309,1,0.013674650892132097,0.13
310,1,0.013674650892132097,0.13
311,1,0.013674650892132097,0.13
312,1,0.013674650892132097,0.13
313,1,0.013674650892132097,0.13
314,1,0.013674650892132097,0.13
315,1,0.013674650892132097,0.13
316,1,0.013674650892132097,0.13
317,1,0.013674650892132097,0.13
318,1,0.013674650892132097,0.13
319,1,0.013674650892132097,0.13
320,1,0.013674650892132097,0.13
321,1,0.013674650892132097,0.13
322,1,0.013674650892132097,0.13
323,1,0.009632139069068367,0.13
324,1,0.009632139069068367,0.13
325,1,0.009632139069068367,0.13
326,1,0.009632139069068367,0.13
327,1,0.009632139069068367,0.13
328,1,0.009632139069068367,0.13
329,1,0.009632139069068367,0.13
330,1,0.009632139069068367,0.13
331,1,0.009632139069068367,0.13
332,1,0.009632139069068367,0.13
333,1,0.009632139069068367,0.13
334,1,0.009632139069068367,0.13
335,1,0.009632139069068367,0.13
336,1,0.009632139069068367,0.13
337,1,0.009632139069068367,0.13
338,1,0.009632139069068367,0.13
339,1,0.009632139069068367,0.13
