DE_type,repetition,scores,exec_time
de,0,-2.290790855781915,0.08
de,0,-2.290790855781915,0.08
de,0,-2.349376883859912,0.08
de,0,-2.349376883859912,0.08
de,0,-2.349376883859912,0.08
de,0,-2.349376883859912,0.08
de,0,-2.349376883859912,0.08
de,0,-2.349376883859912,0.08
de,0,-2.349376883859912,0.08
de,0,-2.3538441523759293,0.08
de,0,-2.3538441523759293,0.08
de,0,-2.3538441523759293,0.08
de,0,-2.3538441523759293,0.08
de,0,-2.3538441523759293,0.08
de,0,-2.3538441523759293,0.08
de,0,-2.3538441523759293,0.08
de,0,-2.3538441523759293,0.08
de,0,-2.3538441523759293,0.08
de,0,-2.395402965023257,0.08
de,0,-2.395402965023257,0.08
de,0,-2.395402965023257,0.08
de,0,-2.6087189692655093,0.08
de,0,-2.6087189692655093,0.08
de,0,-2.6087189692655093,0.08
de,0,-2.6087189692655093,0.08
de,0,-2.6087189692655093,0.08
de,0,-2.6087189692655093,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.0799552676544395,0.08
de,0,-3.487245578031011,0.08
de,0,-3.487245578031011,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.4940321920329995,0.08
de,0,-3.542428834590944,0.08
de,0,-3.542428834590944,0.08
de,0,-3.542428834590944,0.08
de,0,-3.5905816326169786,0.08
de,0,-3.6993848866055914,0.08
de,0,-3.6993848866055914,0.08
de,0,-3.6993848866055914,0.08
de,0,-3.8946940302924222,0.08
de,0,-3.8946940302924222,0.08
de,0,-3.8946940302924222,0.08
de,0,-3.8946940302924222,0.08
de,0,-3.8946940302924222,0.08
de,0,-3.8946940302924222,0.08
de,0,-3.9073635190702483,0.08
de,0,-3.9530683751459144,0.08
de,0,-3.9833685274943997,0.08
de,0,-4.029339998525997,0.08
de,0,-4.123009221273827,0.08
de,0,-4.123009221273827,0.08
de,0,-4.157436546428001,0.08
de,0,-4.198853620588238,0.08
de,0,-4.198853620588238,0.08
de,0,-4.209016885328568,0.08
de,0,-4.209016885328568,0.08
de,0,-4.220910997933797,0.08
de,0,-4.224789344121611,0.08
de,0,-4.226466772319391,0.08
de,0,-4.226466772319391,0.08
de,0,-4.230205898813137,0.08
de,0,-4.230205898813137,0.08
de,0,-4.230205898813137,0.08
de,0,-4.232133311845713,0.08
de,0,-4.232133311845713,0.08
de,0,-4.2329261528422375,0.08
de,0,-4.235248178458583,0.08
de,0,-4.236495961674416,0.08
de,0,-4.236507924322425,0.08
de,1,-2.070603321922558,0.09
de,1,-2.2664107453974425,0.09
de,1,-2.2664107453974425,0.09
de,1,-2.2664107453974425,0.09
de,1,-2.2664107453974425,0.09
de,1,-2.4048167223058674,0.09
de,1,-2.4048167223058674,0.09
de,1,-2.4048167223058674,0.09
de,1,-2.596530165402643,0.09
de,1,-2.596530165402643,0.09
de,1,-2.596530165402643,0.09
de,1,-2.596530165402643,0.09
de,1,-2.596530165402643,0.09
de,1,-2.596530165402643,0.09
de,1,-2.596530165402643,0.09
de,1,-2.596530165402643,0.09
de,1,-2.596530165402643,0.09
de,1,-2.671082771126504,0.09
de,1,-3.359962360799916,0.09
de,1,-3.359962360799916,0.09
de,1,-3.359962360799916,0.09
de,1,-3.359962360799916,0.09
de,1,-3.359962360799916,0.09
de,1,-3.359962360799916,0.09
de,1,-3.359962360799916,0.09
de,1,-3.359962360799916,0.09
de,1,-3.359962360799916,0.09
de,1,-3.359962360799916,0.09
de,1,-3.359962360799916,0.09
de,1,-3.6968632283295246,0.09
de,1,-3.6968632283295246,0.09
de,1,-3.6968632283295246,0.09
de,1,-4.062378702242256,0.09
de,1,-4.062378702242256,0.09
de,1,-4.062378702242256,0.09
de,1,-4.062378702242256,0.09
de,1,-4.062378702242256,0.09
de,1,-4.062378702242256,0.09
de,1,-4.062378702242256,0.09
de,1,-4.062378702242256,0.09
de,1,-4.062378702242256,0.09
de,1,-4.062378702242256,0.09
de,1,-4.062378702242256,0.09
de,1,-4.111044510337089,0.09
de,1,-4.111044510337089,0.09
de,1,-4.4282972582278886,0.09
de,1,-4.4282972582278886,0.09
de,1,-4.4282972582278886,0.09
de,1,-4.4282972582278886,0.09
de,1,-4.4282972582278886,0.09
de,1,-4.4282972582278886,0.09
de,1,-4.4282972582278886,0.09
de,1,-4.4282972582278886,0.09
de,1,-4.4282972582278886,0.09
de,1,-4.4282972582278886,0.09
de,1,-4.4282972582278886,0.09
de,1,-4.447966294495776,0.09
de,1,-4.447966294495776,0.09
de,1,-4.469142036857027,0.09
de,1,-4.469142036857027,0.09
de,1,-4.481265232662482,0.09
de,1,-4.489133784904152,0.09
de,1,-4.489133784904152,0.09
de,1,-4.489133784904152,0.09
de,1,-4.489841820853815,0.09
de,1,-4.494565303807227,0.09
de,1,-4.494804799155386,0.09
de,1,-4.495007637649257,0.09
de,1,-4.495007637649257,0.09
de,1,-4.495322220582854,0.09
de,1,-4.495322220582854,0.09
de,1,-4.495322220582854,0.09
de,1,-4.495680594579049,0.09
de,1,-4.495813594586401,0.09
de,1,-4.49581557171603,0.09
de,1,-4.49581557171603,0.09
de,1,-4.49581557171603,0.09
de,1,-4.49581557171603,0.09
de,1,-4.49581557171603,0.09
de,1,-4.49581557171603,0.09
de,1,-4.495854299882298,0.09
de,1,-4.495856291623907,0.09
de,1,-4.495876190163916,0.09
de,1,-4.4958806713344766,0.09
de,1,-4.495883912322815,0.09
de,1,-4.495883912322815,0.09
de,1,-4.4958849445196725,0.09
de,1,-4.4958849445196725,0.09
de,1,-4.495887275097913,0.09
de,1,-4.495887275097913,0.09
de,1,-4.495887275097913,0.09
de,1,-4.495888409918455,0.09
de,1,-4.495888409918455,0.09
de,1,-4.4958885433652185,0.09
de,1,-4.495888709107042,0.09
de,1,-4.495888992256917,0.09
de,1,-4.495889124788187,0.09
de,1,-4.495889124788187,0.09
de,1,-4.495889124788187,0.09
de,1,-4.495889221770096,0.09
de,2,-2.070603321922558,0.08
de,2,-2.0828997283153825,0.08
de,2,-2.0828997283153825,0.08
de,2,-2.0828997283153825,0.08
de,2,-2.6640241576967782,0.08
de,2,-2.7833984939291523,0.08
de,2,-2.7833984939291523,0.08
de,2,-2.7833984939291523,0.08
de,2,-2.9822787416144907,0.08
de,2,-2.9822787416144907,0.08
de,2,-2.9822787416144907,0.08
de,2,-2.9822787416144907,0.08
de,2,-2.9822787416144907,0.08
de,2,-2.985944863918431,0.08
de,2,-2.985944863918431,0.08
de,2,-3.2775198925926095,0.08
de,2,-3.2775198925926095,0.08
de,2,-3.5604341358041447,0.08
de,2,-3.5604341358041447,0.08
de,2,-3.5604341358041447,0.08
de,2,-3.5604341358041447,0.08
de,2,-3.5604341358041447,0.08
de,2,-3.5604341358041447,0.08
de,2,-3.5604341358041447,0.08
de,2,-3.5604341358041447,0.08
de,2,-3.5604341358041447,0.08
de,2,-3.5604341358041447,0.08
de,2,-3.5604341358041447,0.08
de,2,-3.5604341358041447,0.08
de,2,-3.5604341358041447,0.08
de,2,-4.21801581154441,0.08
de,2,-4.21801581154441,0.08
de,2,-4.21801581154441,0.08
de,2,-4.21801581154441,0.08
de,2,-4.21801581154441,0.08
de,2,-4.21801581154441,0.08
de,2,-4.21801581154441,0.08
de,2,-4.21801581154441,0.08
de,2,-4.21801581154441,0.08
de,2,-4.21801581154441,0.08
de,2,-4.21801581154441,0.08
de,2,-4.21801581154441,0.08
de,2,-4.21801581154441,0.08
de,2,-4.21801581154441,0.08
de,2,-4.21801581154441,0.08
de,2,-4.246020791658198,0.08
de,2,-4.246020791658198,0.08
de,2,-4.318896898989015,0.08
de,2,-4.318896898989015,0.08
de,2,-4.318896898989015,0.08
de,2,-4.318896898989015,0.08
de,2,-4.318896898989015,0.08
de,2,-4.334870190528547,0.08
de,2,-4.334870190528547,0.08
de,2,-4.357704954033437,0.08
de,2,-4.357704954033437,0.08
de,2,-4.357704954033437,0.08
de,2,-4.414769641075452,0.08
de,2,-4.414769641075452,0.08
de,2,-4.414769641075452,0.08
de,2,-4.524267335518134,0.08
de,2,-4.524267335518134,0.08
de,2,-4.524267335518134,0.08
de,2,-4.524267335518134,0.08
de,2,-4.524267335518134,0.08
de,2,-4.524267335518134,0.08
de,2,-4.524267335518134,0.08
de,2,-4.524267335518134,0.08
de,2,-4.570348627627402,0.08
de,2,-4.570348627627402,0.08
de,2,-4.570348627627402,0.08
de,2,-4.570348627627402,0.08
de,2,-4.570348627627402,0.08
de,2,-4.570348627627402,0.08
de,2,-4.570348627627402,0.08
de,2,-4.570348627627402,0.08
de,2,-4.570348627627402,0.08
de,2,-4.570348627627402,0.08
de,2,-4.578640593187216,0.08
de,2,-4.578640593187216,0.08
de,2,-4.595777538669058,0.08
de,2,-4.597780334852284,0.08
de,2,-4.602718571923715,0.08
de,2,-4.608110328815075,0.08
de,2,-4.608110328815075,0.08
de,2,-4.611777637803912,0.08
de,2,-4.611911395972059,0.08
de,2,-4.615249865699305,0.08
de,2,-4.615249865699305,0.08
de,2,-4.616771922236805,0.08
de,2,-4.617157569419945,0.08
de,2,-4.618357749214331,0.08
de,2,-4.618385857553299,0.08
de,2,-4.619502239600754,0.08
de,2,-4.619739120399055,0.08
de,2,-4.619739120399055,0.08
de,2,-4.620111557122153,0.08
de,2,-4.620111557122153,0.08
de,2,-4.6218569500534255,0.08
de,2,-4.622358829358948,0.08
de,3,-2.070603321922558,0.09
de,3,-2.070603321922558,0.09
de,3,-2.070603321922558,0.09
de,3,-2.070603321922558,0.09
de,3,-2.5555666160694326,0.09
de,3,-3.07955640386551,0.09
de,3,-3.07955640386551,0.09
de,3,-3.07955640386551,0.09
de,3,-3.07955640386551,0.09
de,3,-3.07955640386551,0.09
de,3,-3.07955640386551,0.09
de,3,-3.07955640386551,0.09
de,3,-3.230834808657459,0.09
de,3,-3.230834808657459,0.09
de,3,-3.230834808657459,0.09
de,3,-3.230834808657459,0.09
de,3,-3.230834808657459,0.09
de,3,-3.230834808657459,0.09
de,3,-3.230834808657459,0.09
de,3,-3.230834808657459,0.09
de,3,-3.611728263712038,0.09
de,3,-3.611728263712038,0.09
de,3,-3.611728263712038,0.09
de,3,-4.010919274217944,0.09
de,3,-4.010919274217944,0.09
de,3,-4.010919274217944,0.09
de,3,-4.010919274217944,0.09
de,3,-4.010919274217944,0.09
de,3,-4.010919274217944,0.09
de,3,-4.010919274217944,0.09
de,3,-4.010919274217944,0.09
de,3,-4.010919274217944,0.09
de,3,-4.010919274217944,0.09
de,3,-4.0286725954577625,0.09
de,3,-4.038878513113777,0.09
de,3,-4.177731450068078,0.09
de,3,-4.246651679966451,0.09
de,3,-4.479235815942039,0.09
de,3,-4.479235815942039,0.09
de,3,-4.479235815942039,0.09
de,3,-4.479235815942039,0.09
de,3,-4.479235815942039,0.09
de,3,-4.479235815942039,0.09
de,3,-4.479235815942039,0.09
de,3,-4.489620384845531,0.09
de,3,-4.489620384845531,0.09
de,3,-4.489620384845531,0.09
de,3,-4.489620384845531,0.09
de,3,-4.489620384845531,0.09
de,3,-4.4897204317578305,0.09
de,3,-4.4897204317578305,0.09
de,3,-4.4897204317578305,0.09
de,3,-4.49368968537401,0.09
de,3,-4.49368968537401,0.09
de,3,-4.49380636680972,0.09
de,3,-4.494346512482492,0.09
de,3,-4.494346512482492,0.09
de,3,-4.494833918982602,0.09
de,3,-4.495397775446948,0.09
de,3,-4.495397775446948,0.09
de,3,-4.49558444791595,0.09
de,3,-4.495714138914666,0.09
de,3,-4.495714138914666,0.09
de,3,-4.495714138914666,0.09
de,3,-4.495714138914666,0.09
de,3,-4.495837963758875,0.09
de,3,-4.495837963758875,0.09
de,3,-4.495874747246199,0.09
de,3,-4.495878162321426,0.09
de,3,-4.495878162321426,0.09
de,3,-4.495878162321426,0.09
de,3,-4.495878162321426,0.09
de,3,-4.495885969770102,0.09
de,3,-4.495888481692819,0.09
de,3,-4.495888481692819,0.09
de,3,-4.495891759164362,0.09
de,3,-4.495891759164362,0.09
de,3,-4.495891759164362,0.09
de,3,-4.495891759164362,0.09
de,3,-4.495891759164362,0.09
de,3,-4.4958923142727265,0.09
de,3,-4.495892496331643,0.09
de,3,-4.49589252875773,0.09
de,3,-4.49589252875773,0.09
de,3,-4.495892582814445,0.09
de,3,-4.49589288710521,0.09
de,3,-4.495893065769431,0.09
de,3,-4.495893065769431,0.09
de,3,-4.495893065769431,0.09
de,3,-4.495893093537786,0.09
de,3,-4.495893157715801,0.09
de,3,-4.495893157715801,0.09
de,3,-4.495893157715801,0.09
de,3,-4.495893167903859,0.09
de,3,-4.495893167903859,0.09
de,3,-4.495893167903859,0.09
de,3,-4.495893176798642,0.09
de,3,-4.495893176798642,0.09
de,3,-4.495893191148384,0.09
de,3,-4.495893191148384,0.09
de,4,-2.070603321922558,0.09
de,4,-2.070603321922558,0.09
de,4,-2.070603321922558,0.09
de,4,-2.070603321922558,0.09
de,4,-2.070603321922558,0.09
de,4,-2.070603321922558,0.09
de,4,-2.070603321922558,0.09
de,4,-2.070603321922558,0.09
de,4,-2.070603321922558,0.09
de,4,-2.070603321922558,0.09
de,4,-2.070603321922558,0.09
de,4,-2.070603321922558,0.09
de,4,-2.070603321922558,0.09
de,4,-2.070603321922558,0.09
de,4,-2.070603321922558,0.09
de,4,-2.2298337773172614,0.09
de,4,-2.4679651763231196,0.09
de,4,-2.4679651763231196,0.09
de,4,-2.5199040510769755,0.09
de,4,-3.035777292131118,0.09
de,4,-3.035777292131118,0.09
de,4,-3.035777292131118,0.09
de,4,-3.035777292131118,0.09
de,4,-3.035777292131118,0.09
de,4,-3.035777292131118,0.09
de,4,-3.035777292131118,0.09
de,4,-3.035777292131118,0.09
de,4,-3.035777292131118,0.09
de,4,-3.035777292131118,0.09
de,4,-3.035777292131118,0.09
de,4,-3.035777292131118,0.09
de,4,-3.421763372481536,0.09
de,4,-3.421763372481536,0.09
de,4,-3.421763372481536,0.09
de,4,-3.421763372481536,0.09
de,4,-3.421763372481536,0.09
de,4,-3.421763372481536,0.09
de,4,-3.421763372481536,0.09
de,4,-3.421763372481536,0.09
